PARIS   ,48.866667,2.333333
MARSEILLE   ,43.3,5.4
LYON   ,45.75,4.85
TOULOUSE   ,43.6,1.433333
NICE   ,43.7,7.25
NANTES   ,47.216667,-1.55
STRASBOURG   ,48.583333,7.75
MONTPELLIER   ,43.6,3.883333
BORDEAUX   ,44.833333,-0.566667
LILLE   ,50.633333,3.066667
